persona,dependent_variable,specification,beta,p_value,AIC,BIC
Statistical Purist,housing_c,netmigpct + wdi_unempilo +,5.002716770951094e-06,7.98868869697306e-27,68181.27357252673,68401.45376375051
Statistical Purist,housing_c,netmigpct + socx_oecd +,5.121771641442399e-06,1.994652995471287e-27,68239.0541606728,68459.23435189658
Statistical Purist,housing_c,netmigpct + gdp_oecd +,4.829940139311135e-06,3.8993880940419587e-25,68252.91344783889,68463.91946442834
Statistical Purist,health_c,,3.7753983687219837e-07,0.11354402407743035,-21703.099129864742,-21501.26728790961
Statistical Purist,health_c,wdi_unempilo +,6.579805075881823e-07,0.0066728024537255435,-21741.60961851565,-21530.603601926192
Statistical Purist,health_c,socx_oecd +,3.943516646908809e-07,0.10086872445626002,-21701.430146902247,-21490.42413031279
Statistical Purist,health_c,gdp_oecd +,3.7753983687219837e-07,0.11354402407743035,-21703.099129864742,-21501.26728790961
Statistical Purist,health_c,netmigpct +,-1.2767323574270272e-07,0.6065553974995157,-21756.762839464267,-21545.75682287481
Statistical Purist,health_c,wdi_unempilo + socx_oecd +,6.795774556088901e-07,0.005430592626237836,-21740.121475680295,-21519.941284456512
Statistical Purist,health_c,wdi_unempilo + gdp_oecd +,6.579805075881823e-07,0.0066728024537255435,-21741.60961851565,-21530.603601926192
Statistical Purist,health_c,socx_oecd + gdp_oecd +,3.943516646908809e-07,0.10086872445626002,-21701.430146902247,-21490.42413031279
Statistical Purist,health_c,netmigpct + wdi_unempilo +,-1.0587578130114546e-10,0.9996592261574118,-21896.782602158142,-21676.60241093436
Statistical Purist,health_c,netmigpct + socx_oecd +,-1.4573753407497455e-07,0.5614257237467815,-21754.97768788028,-21534.797496656498
Statistical Purist,health_c,netmigpct + gdp_oecd +,-1.2767323574270272e-07,0.6065553974995157,-21756.762839464267,-21545.75682287481
Social Scientist,incdiff_c,,-4.7472539402958965e-07,0.6534954037278486,190524.18560591136,190726.0174478665
Social Scientist,incdiff_c,wdi_unempilo +,-5.235953936205954e-07,0.6263417829037844,190526.12301151748,190737.12902810695
Social Scientist,incdiff_c,socx_oecd +,-5.002654185854698e-07,0.6386767405458362,190526.14672371725,190737.15274030672
Social Scientist,incdiff_c,gdp_oecd +,-4.7472539402958965e-07,0.6534954037278486,190524.18560591136,190726.0174478665
Social Scientist,incdiff_c,netmigpct +,1.8058192767780872e-06,0.10031403413703971,190468.45648720593,190679.4625037954
Social Scientist,incdiff_c,wdi_unempilo + socx_oecd +,-5.507292138460182e-07,0.611321549564857,190528.0819129708,190748.26210419458
Social Scientist,incdiff_c,wdi_unempilo + gdp_oecd +,-5.235953936205954e-07,0.6263417829037844,190526.12301151748,190737.12902810695
Social Scientist,incdiff_c,socx_oecd + gdp_oecd +,-5.002654185854698e-07,0.6386767405458362,190526.14672371725,190737.15274030672
Social Scientist,incdiff_c,netmigpct + wdi_unempilo +,1.5751830904618617e-06,0.1520454994894231,190446.8481777091,190667.02836893286
Social Scientist,incdiff_c,netmigpct + socx_oecd +,1.955194853004524e-06,0.07880376498537146,190469.70874511387,190689.88893633764
Social Scientist,incdiff_c,netmigpct + gdp_oecd +,1.8058192767780872e-06,0.10031403413703971,190468.45648720593,190679.4625037954
Social Scientist,jobs_c,,-4.254632046342621e-06,7.453927199068948e-17,86595.3582022948,86797.19004424993
Social Scientist,jobs_c,wdi_unempilo +,-3.6459189726778533e-06,2.0647007841862853e-12,86555.59973566164,86766.6057522511
Social Scientist,jobs_c,socx_oecd +,-4.191014413078556e-06,3.5195149567503957e-16,86596.32113331891,86807.32714990836
Social Scientist,jobs_c,gdp_oecd +,-4.254632046342621e-06,7.453927199068948e-17,86595.3582022948,86797.19004424993
Social Scientist,jobs_c,netmigpct +,-4.7623813112464925e-06,2.701226126495028e-19,86585.06062781352,86796.06664440298
Social Scientist,jobs_c,wdi_unempilo + socx_oecd +,-3.5710032326944146e-06,8.319273670606747e-12,86556.25216882708,86776.43236005087
Social Scientist,jobs_c,wdi_unempilo + gdp_oecd +,-3.6459189726778533e-06,2.0647007841862853e-12,86555.59973566164,86766.6057522511
Social Scientist,jobs_c,socx_oecd + gdp_oecd +,-4.191014413078556e-06,3.5195149567503957e-16,86596.32113331891,86807.32714990836
Social Scientist,jobs_c,netmigpct + wdi_unempilo +,-4.5414608552205805e-06,1.114583626783032e-17,86493.95879757487,86714.13898879866
Social Scientist,jobs_c,netmigpct + socx_oecd +,-4.717590696353837e-06,1.5237474610425146e-18,86586.77180602223,86806.95199724601
Social Scientist,jobs_c,netmigpct + gdp_oecd +,-4.7623813112464925e-06,2.701226126495028e-19,86585.06062781352,86796.06664440298
Social Scientist,oldage_c,,1.727260343390263e-06,0.011218520851972058,127822.67457155514,128024.50641351027
Social Scientist,oldage_c,wdi_unempilo +,2.718320446462614e-06,8.638448281200739e-05,127762.5959289074,127973.60194549685
Social Scientist,oldage_c,socx_oecd +,1.475119810375617e-06,0.03157783803614244,127815.53925335329,128026.54526994274
Social Scientist,oldage_c,gdp_oecd +,1.727260343390263e-06,0.011218520851972058,127822.67457155514,128024.50641351027
Social Scientist,oldage_c,netmigpct +,1.0193482537321445e-06,0.14993440121468846,127811.27027827254,128022.276294862
Social Scientist,oldage_c,wdi_unempilo + socx_oecd +,2.472618995055417e-06,0.0003941557045028063,127756.46528117418,127976.64547239797
Social Scientist,oldage_c,wdi_unempilo + gdp_oecd +,2.718320446462614e-06,8.638448281200739e-05,127762.5959289074,127973.60194549685
Social Scientist,oldage_c,socx_oecd + gdp_oecd +,1.475119810375617e-06,0.03157783803614244,127815.53925335329,128026.54526994274
Social Scientist,oldage_c,netmigpct + wdi_unempilo +,1.3677448468999487e-06,0.053386091849978244,127683.39875392329,127903.57894514708
Social Scientist,oldage_c,netmigpct + socx_oecd +,6.226017582847536e-07,0.3849631936615885,127800.56197018013,128020.74216140392
Social Scientist,oldage_c,netmigpct + gdp_oecd +,1.0193482537321445e-06,0.14993440121468846,127811.27027827254,128022.276294862
Social Scientist,unemp_c,,6.010673687272663e-07,0.5012219893789716,166534.91698502708,166736.74882698222
Social Scientist,unemp_c,wdi_unempilo +,1.0380379695616545e-06,0.25335564865418647,166529.909426197,166740.91544278647
Social Scientist,unemp_c,socx_oecd +,-4.426178760265763e-07,0.6227856290533604,166445.94354102624,166656.9495576157
Social Scientist,unemp_c,gdp_oecd +,6.010673687272663e-07,0.5012219893789716,166534.91698502708,166736.74882698222
Social Scientist,unemp_c,netmigpct +,3.4262797382067473e-06,0.00022329261470691768,166412.8053176377,166623.81133422718
Social Scientist,unemp_c,wdi_unempilo + socx_oecd +,-3.414985220758974e-08,0.9702350618732062,166441.99013014452,166662.1703213683
Social Scientist,unemp_c,wdi_unempilo + gdp_oecd +,1.0380379695616545e-06,0.25335564865418647,166529.909426197,166740.91544278647
Social Scientist,unemp_c,socx_oecd + gdp_oecd +,-4.426178760265763e-07,0.6227856290533604,166445.94354102624,166656.9495576157
Social Scientist,unemp_c,netmigpct + wdi_unempilo +,3.2816758503620216e-06,0.00041191649757070677,166401.79965170714,166621.97984293092
Social Scientist,unemp_c,netmigpct + socx_oecd +,2.2478489508694965e-06,0.01669578832822716,166349.5535461805,166569.73373740428
Social Scientist,unemp_c,netmigpct + gdp_oecd +,3.4262797382067473e-06,0.00022329261470691768,166412.8053176377,166623.81133422718
Social Scientist,housing_c,,4.943930087222686e-06,3.070865278222361e-28,68251.71513506642,68453.54697702156
Social Scientist,housing_c,wdi_unempilo +,5.51486504574806e-06,1.1837565116475973e-33,68206.19297832562,68417.19899491507
Social Scientist,housing_c,socx_oecd +,5.167360682283329e-06,2.8563051065346478e-30,68237.16615620983,68448.17217279928
Social Scientist,housing_c,gdp_oecd +,4.943930087222686e-06,3.070865278222361e-28,68251.71513506642,68453.54697702156
Social Scientist,housing_c,netmigpct +,4.829940139311135e-06,3.8993880940419587e-25,68252.91344783889,68463.91946442834
Social Scientist,housing_c,wdi_unempilo + socx_oecd +,5.754396553372086e-06,5.791488695584939e-36,68190.36915721055,68410.54934843433
Social Scientist,housing_c,wdi_unempilo + gdp_oecd +,5.51486504574806e-06,1.1837565116475973e-33,68206.19297832562,68417.19899491507
Social Scientist,housing_c,socx_oecd + gdp_oecd +,5.167360682283329e-06,2.8563051065346478e-30,68237.16615620983,68448.17217279928
Social Scientist,housing_c,netmigpct + wdi_unempilo +,5.002716770951094e-06,7.98868869697306e-27,68181.27357252673,68401.45376375051
Social Scientist,housing_c,netmigpct + socx_oecd +,5.121771641442399e-06,1.994652995471287e-27,68239.0541606728,68459.23435189658
Social Scientist,housing_c,netmigpct + gdp_oecd +,4.829940139311135e-06,3.8993880940419587e-25,68252.91344783889,68463.91946442834
Social Scientist,health_c,,3.7753983687219837e-07,0.11354402407743035,-21703.099129864742,-21501.26728790961
Social Scientist,health_c,wdi_unempilo +,6.579805075881823e-07,0.0066728024537255435,-21741.60961851565,-21530.603601926192
Social Scientist,health_c,socx_oecd +,3.943516646908809e-07,0.10086872445626002,-21701.430146902247,-21490.42413031279
Social Scientist,health_c,gdp_oecd +,3.7753983687219837e-07,0.11354402407743035,-21703.099129864742,-21501.26728790961
Social Scientist,health_c,netmigpct +,-1.2767323574270272e-07,0.6065553974995157,-21756.762839464267,-21545.75682287481
Social Scientist,health_c,wdi_unempilo + socx_oecd +,6.795774556088901e-07,0.005430592626237836,-21740.121475680295,-21519.941284456512
Social Scientist,health_c,wdi_unempilo + gdp_oecd +,6.579805075881823e-07,0.0066728024537255435,-21741.60961851565,-21530.603601926192
Social Scientist,health_c,socx_oecd + gdp_oecd +,3.943516646908809e-07,0.10086872445626002,-21701.430146902247,-21490.42413031279
Social Scientist,health_c,netmigpct + wdi_unempilo +,-1.0587578130114546e-10,0.9996592261574118,-21896.782602158142,-21676.60241093436
Social Scientist,health_c,netmigpct + socx_oecd +,-1.4573753407497455e-07,0.5614257237467815,-21754.97768788028,-21534.797496656498
Social Scientist,health_c,netmigpct + gdp_oecd +,-1.2767323574270272e-07,0.6065553974995157,-21756.762839464267,-21545.75682287481
Innovative Modeler,incdiff_c,,-4.7472539402958965e-07,0.6534954037278486,190524.18560591136,190726.0174478665
Innovative Modeler,incdiff_c,wdi_unempilo +,-5.235953936205954e-07,0.6263417829037844,190526.12301151748,190737.12902810695
Innovative Modeler,incdiff_c,socx_oecd +,-5.002654185854698e-07,0.6386767405458362,190526.14672371725,190737.15274030672
Innovative Modeler,incdiff_c,gdp_oecd +,-4.7472539402958965e-07,0.6534954037278486,190524.18560591136,190726.0174478665
Innovative Modeler,incdiff_c,netmigpct +,1.8058192767780872e-06,0.10031403413703971,190468.45648720593,190679.4625037954
Innovative Modeler,incdiff_c,wdi_unempilo + socx_oecd +,-5.507292138460182e-07,0.611321549564857,190528.0819129708,190748.26210419458
Innovative Modeler,incdiff_c,wdi_unempilo + gdp_oecd +,-5.235953936205954e-07,0.6263417829037844,190526.12301151748,190737.12902810695
Innovative Modeler,incdiff_c,socx_oecd + gdp_oecd +,-5.002654185854698e-07,0.6386767405458362,190526.14672371725,190737.15274030672
Innovative Modeler,incdiff_c,netmigpct + wdi_unempilo +,1.5751830904618617e-06,0.1520454994894231,190446.8481777091,190667.02836893286
Innovative Modeler,incdiff_c,netmigpct + socx_oecd +,1.955194853004524e-06,0.07880376498537146,190469.70874511387,190689.88893633764
Innovative Modeler,incdiff_c,netmigpct + gdp_oecd +,1.8058192767780872e-06,0.10031403413703971,190468.45648720593,190679.4625037954
Innovative Modeler,jobs_c,,-4.254632046342621e-06,7.453927199068948e-17,86595.3582022948,86797.19004424993
Innovative Modeler,jobs_c,wdi_unempilo +,-3.6459189726778533e-06,2.0647007841862853e-12,86555.59973566164,86766.6057522511
Innovative Modeler,jobs_c,socx_oecd +,-4.191014413078556e-06,3.5195149567503957e-16,86596.32113331891,86807.32714990836
Innovative Modeler,jobs_c,gdp_oecd +,-4.254632046342621e-06,7.453927199068948e-17,86595.3582022948,86797.19004424993
Innovative Modeler,jobs_c,netmigpct +,-4.7623813112464925e-06,2.701226126495028e-19,86585.06062781352,86796.06664440298
Innovative Modeler,jobs_c,wdi_unempilo + socx_oecd +,-3.5710032326944146e-06,8.319273670606747e-12,86556.25216882708,86776.43236005087
Innovative Modeler,jobs_c,wdi_unempilo + gdp_oecd +,-3.6459189726778533e-06,2.0647007841862853e-12,86555.59973566164,86766.6057522511
Innovative Modeler,jobs_c,socx_oecd + gdp_oecd +,-4.191014413078556e-06,3.5195149567503957e-16,86596.32113331891,86807.32714990836
Innovative Modeler,jobs_c,netmigpct + wdi_unempilo +,-4.5414608552205805e-06,1.114583626783032e-17,86493.95879757487,86714.13898879866
Innovative Modeler,jobs_c,netmigpct + socx_oecd +,-4.717590696353837e-06,1.5237474610425146e-18,86586.77180602223,86806.95199724601
Innovative Modeler,jobs_c,netmigpct + gdp_oecd +,-4.7623813112464925e-06,2.701226126495028e-19,86585.06062781352,86796.06664440298
Innovative Modeler,oldage_c,,1.727260343390263e-06,0.011218520851972058,127822.67457155514,128024.50641351027
Innovative Modeler,oldage_c,wdi_unempilo +,2.718320446462614e-06,8.638448281200739e-05,127762.5959289074,127973.60194549685
Innovative Modeler,oldage_c,socx_oecd +,1.475119810375617e-06,0.03157783803614244,127815.53925335329,128026.54526994274
Innovative Modeler,oldage_c,gdp_oecd +,1.727260343390263e-06,0.011218520851972058,127822.67457155514,128024.50641351027
Innovative Modeler,oldage_c,netmigpct +,1.0193482537321445e-06,0.14993440121468846,127811.27027827254,128022.276294862
Innovative Modeler,oldage_c,wdi_unempilo + socx_oecd +,2.472618995055417e-06,0.0003941557045028063,127756.46528117418,127976.64547239797
Innovative Modeler,oldage_c,wdi_unempilo + gdp_oecd +,2.718320446462614e-06,8.638448281200739e-05,127762.5959289074,127973.60194549685
Innovative Modeler,oldage_c,socx_oecd + gdp_oecd +,1.475119810375617e-06,0.03157783803614244,127815.53925335329,128026.54526994274
Innovative Modeler,oldage_c,netmigpct + wdi_unempilo +,1.3677448468999487e-06,0.053386091849978244,127683.39875392329,127903.57894514708
Innovative Modeler,oldage_c,netmigpct + socx_oecd +,6.226017582847536e-07,0.3849631936615885,127800.56197018013,128020.74216140392
Innovative Modeler,oldage_c,netmigpct + gdp_oecd +,1.0193482537321445e-06,0.14993440121468846,127811.27027827254,128022.276294862
Innovative Modeler,unemp_c,,6.010673687272663e-07,0.5012219893789716,166534.91698502708,166736.74882698222
Innovative Modeler,unemp_c,wdi_unempilo +,1.0380379695616545e-06,0.25335564865418647,166529.909426197,166740.91544278647
Innovative Modeler,unemp_c,socx_oecd +,-4.426178760265763e-07,0.6227856290533604,166445.94354102624,166656.9495576157
Innovative Modeler,unemp_c,gdp_oecd +,6.010673687272663e-07,0.5012219893789716,166534.91698502708,166736.74882698222
Innovative Modeler,unemp_c,netmigpct +,3.4262797382067473e-06,0.00022329261470691768,166412.8053176377,166623.81133422718
Innovative Modeler,unemp_c,wdi_unempilo + socx_oecd +,-3.414985220758974e-08,0.9702350618732062,166441.99013014452,166662.1703213683
Innovative Modeler,unemp_c,wdi_unempilo + gdp_oecd +,1.0380379695616545e-06,0.25335564865418647,166529.909426197,166740.91544278647
Innovative Modeler,unemp_c,socx_oecd + gdp_oecd +,-4.426178760265763e-07,0.6227856290533604,166445.94354102624,166656.9495576157
Innovative Modeler,unemp_c,netmigpct + wdi_unempilo +,3.2816758503620216e-06,0.00041191649757070677,166401.79965170714,166621.97984293092
Innovative Modeler,unemp_c,netmigpct + socx_oecd +,2.2478489508694965e-06,0.01669578832822716,166349.5535461805,166569.73373740428
Innovative Modeler,unemp_c,netmigpct + gdp_oecd +,3.4262797382067473e-06,0.00022329261470691768,166412.8053176377,166623.81133422718
Innovative Modeler,housing_c,,4.943930087222686e-06,3.070865278222361e-28,68251.71513506642,68453.54697702156
Innovative Modeler,housing_c,wdi_unempilo +,5.51486504574806e-06,1.1837565116475973e-33,68206.19297832562,68417.19899491507
Innovative Modeler,housing_c,socx_oecd +,5.167360682283329e-06,2.8563051065346478e-30,68237.16615620983,68448.17217279928
Innovative Modeler,housing_c,gdp_oecd +,4.943930087222686e-06,3.070865278222361e-28,68251.71513506642,68453.54697702156
Innovative Modeler,housing_c,netmigpct +,4.829940139311135e-06,3.8993880940419587e-25,68252.91344783889,68463.91946442834
Innovative Modeler,housing_c,wdi_unempilo + socx_oecd +,5.754396553372086e-06,5.791488695584939e-36,68190.36915721055,68410.54934843433
Innovative Modeler,housing_c,wdi_unempilo + gdp_oecd +,5.51486504574806e-06,1.1837565116475973e-33,68206.19297832562,68417.19899491507
Innovative Modeler,housing_c,socx_oecd + gdp_oecd +,5.167360682283329e-06,2.8563051065346478e-30,68237.16615620983,68448.17217279928
Innovative Modeler,housing_c,netmigpct + wdi_unempilo +,5.002716770951094e-06,7.98868869697306e-27,68181.27357252673,68401.45376375051
Innovative Modeler,housing_c,netmigpct + socx_oecd +,5.121771641442399e-06,1.994652995471287e-27,68239.0541606728,68459.23435189658
Innovative Modeler,housing_c,netmigpct + gdp_oecd +,4.829940139311135e-06,3.8993880940419587e-25,68252.91344783889,68463.91946442834
Innovative Modeler,health_c,,3.7753983687219837e-07,0.11354402407743035,-21703.099129864742,-21501.26728790961
Innovative Modeler,health_c,wdi_unempilo +,6.579805075881823e-07,0.0066728024537255435,-21741.60961851565,-21530.603601926192
Innovative Modeler,health_c,socx_oecd +,3.943516646908809e-07,0.10086872445626002,-21701.430146902247,-21490.42413031279
Innovative Modeler,health_c,gdp_oecd +,3.7753983687219837e-07,0.11354402407743035,-21703.099129864742,-21501.26728790961
Innovative Modeler,health_c,netmigpct +,-1.2767323574270272e-07,0.6065553974995157,-21756.762839464267,-21545.75682287481
Innovative Modeler,health_c,wdi_unempilo + socx_oecd +,6.795774556088901e-07,0.005430592626237836,-21740.121475680295,-21519.941284456512
Innovative Modeler,health_c,wdi_unempilo + gdp_oecd +,6.579805075881823e-07,0.0066728024537255435,-21741.60961851565,-21530.603601926192
Innovative Modeler,health_c,socx_oecd + gdp_oecd +,3.943516646908809e-07,0.10086872445626002,-21701.430146902247,-21490.42413031279
Innovative Modeler,health_c,netmigpct + wdi_unempilo +,-1.0587578130114546e-10,0.9996592261574118,-21896.782602158142,-21676.60241093436
Innovative Modeler,health_c,netmigpct + socx_oecd +,-1.4573753407497455e-07,0.5614257237467815,-21754.97768788028,-21534.797496656498
Innovative Modeler,health_c,netmigpct + gdp_oecd +,-1.2767323574270272e-07,0.6065553974995157,-21756.762839464267,-21545.75682287481
Hypothesis-Driven Analyst,incdiff_c,,-4.7472539402958965e-07,0.6534954037278486,190524.18560591136,190726.0174478665
Hypothesis-Driven Analyst,incdiff_c,wdi_unempilo +,-5.235953936205954e-07,0.6263417829037844,190526.12301151748,190737.12902810695
Hypothesis-Driven Analyst,incdiff_c,socx_oecd +,-5.002654185854698e-07,0.6386767405458362,190526.14672371725,190737.15274030672
Hypothesis-Driven Analyst,incdiff_c,gdp_oecd +,-4.7472539402958965e-07,0.6534954037278486,190524.18560591136,190726.0174478665
Hypothesis-Driven Analyst,incdiff_c,netmigpct +,1.8058192767780872e-06,0.10031403413703971,190468.45648720593,190679.4625037954
Hypothesis-Driven Analyst,incdiff_c,wdi_unempilo + socx_oecd +,-5.507292138460182e-07,0.611321549564857,190528.0819129708,190748.26210419458
Hypothesis-Driven Analyst,incdiff_c,wdi_unempilo + gdp_oecd +,-5.235953936205954e-07,0.6263417829037844,190526.12301151748,190737.12902810695
Hypothesis-Driven Analyst,incdiff_c,socx_oecd + gdp_oecd +,-5.002654185854698e-07,0.6386767405458362,190526.14672371725,190737.15274030672
Hypothesis-Driven Analyst,incdiff_c,netmigpct + wdi_unempilo +,1.5751830904618617e-06,0.1520454994894231,190446.8481777091,190667.02836893286
Hypothesis-Driven Analyst,incdiff_c,netmigpct + socx_oecd +,1.955194853004524e-06,0.07880376498537146,190469.70874511387,190689.88893633764
Hypothesis-Driven Analyst,incdiff_c,netmigpct + gdp_oecd +,1.8058192767780872e-06,0.10031403413703971,190468.45648720593,190679.4625037954
Hypothesis-Driven Analyst,jobs_c,,-4.254632046342621e-06,7.453927199068948e-17,86595.3582022948,86797.19004424993
Hypothesis-Driven Analyst,jobs_c,wdi_unempilo +,-3.6459189726778533e-06,2.0647007841862853e-12,86555.59973566164,86766.6057522511
Hypothesis-Driven Analyst,jobs_c,socx_oecd +,-4.191014413078556e-06,3.5195149567503957e-16,86596.32113331891,86807.32714990836
Hypothesis-Driven Analyst,jobs_c,gdp_oecd +,-4.254632046342621e-06,7.453927199068948e-17,86595.3582022948,86797.19004424993
Hypothesis-Driven Analyst,jobs_c,netmigpct +,-4.7623813112464925e-06,2.701226126495028e-19,86585.06062781352,86796.06664440298
Hypothesis-Driven Analyst,jobs_c,wdi_unempilo + socx_oecd +,-3.5710032326944146e-06,8.319273670606747e-12,86556.25216882708,86776.43236005087
Hypothesis-Driven Analyst,jobs_c,wdi_unempilo + gdp_oecd +,-3.6459189726778533e-06,2.0647007841862853e-12,86555.59973566164,86766.6057522511
