persona,dependent_variable,specification,beta,p_value,AIC,BIC
Statistical Purist,housing_c,gdp_oecd +,0.005739115136466521,0.3706682947716202,68252.91344783889,68463.91946442834
Statistical Purist,housing_c,netmigpct +,0.02388092270639603,0.00010916714700836653,68358.21135260741,68560.04319456255
Statistical Purist,housing_c,wdi_unempilo + socx_oecd +,0.05418649014219265,1.869662670455891e-13,68293.02175316692,68513.2019443907
Statistical Purist,housing_c,wdi_unempilo + gdp_oecd +,0.038781967419223594,2.131364617316339e-07,68181.27357252673,68401.45376375051
Statistical Purist,housing_c,socx_oecd + gdp_oecd +,0.002165749243085379,0.7379269859416648,68239.0541606728,68459.23435189658
Statistical Purist,housing_c,netmigpct + wdi_unempilo +,0.05575492148862587,2.4635657824399555e-14,68294.28336356735,68505.2893801568
Statistical Purist,housing_c,netmigpct + socx_oecd +,0.02245255018235337,0.0002945683869838617,68354.81674796194,68565.8227645514
Statistical Purist,housing_c,netmigpct + gdp_oecd +,0.005739115136466521,0.3706682947716202,68252.91344783889,68463.91946442834
Statistical Purist,health_c,,0.024956687525999516,2.7788431816795043e-14,-21758.497530482855,-21556.665688527723
Statistical Purist,health_c,wdi_unempilo +,0.04983264020749491,1.188148232625344e-37,-21898.78260197566,-21687.776585386204
Statistical Purist,health_c,socx_oecd +,0.02508018216739388,2.7807738034730507e-14,-21756.640330228925,-21545.634313639468
Statistical Purist,health_c,gdp_oecd +,0.025436242801602886,8.679780042139031e-14,-21756.762839464267,-21545.75682287481
Statistical Purist,health_c,netmigpct +,0.024956687525999516,2.7788431816795043e-14,-21758.497530482855,-21556.665688527723
Statistical Purist,health_c,wdi_unempilo + socx_oecd +,0.050361617165944665,6.589257964192304e-38,-21898.09784049439,-21677.917649270606
Statistical Purist,health_c,wdi_unempilo + gdp_oecd +,0.049832999417269166,4.821228482925869e-36,-21896.782602158142,-21676.60241093436
Statistical Purist,health_c,socx_oecd + gdp_oecd +,0.02565743327309219,9.211639418156507e-14,-21754.97768788028,-21534.797496656498
Statistical Purist,health_c,netmigpct + wdi_unempilo +,0.04983264020749491,1.188148232625344e-37,-21898.78260197566,-21687.776585386204
Statistical Purist,health_c,netmigpct + socx_oecd +,0.02508018216739388,2.7807738034730507e-14,-21756.640330228925,-21545.634313639468
Statistical Purist,health_c,netmigpct + gdp_oecd +,0.025436242801602886,8.679780042139031e-14,-21756.762839464267,-21545.75682287481
Social Scientist,incdiff_c,,-0.1080369837817044,1.0821532791437613e-13,190469.15792167833,190670.98976363346
Social Scientist,incdiff_c,wdi_unempilo +,-0.15358391455451414,4.987449924781657e-19,190446.90049156244,190657.9065081519
Social Scientist,incdiff_c,socx_oecd +,-0.10890457269678376,9.112386986005041e-14,190470.79920953588,190681.80522612535
Social Scientist,incdiff_c,gdp_oecd +,-0.1148198475271436,3.0374188903675064e-14,190468.45648720593,190679.4625037954
Social Scientist,incdiff_c,netmigpct +,-0.1080369837817044,1.0821532791437613e-13,190469.15792167833,190670.98976363346
Social Scientist,incdiff_c,wdi_unempilo + socx_oecd +,-0.1554606106051569,3.293557411521135e-19,190448.05932033787,190668.23951156164
Social Scientist,incdiff_c,wdi_unempilo + gdp_oecd +,-0.15892811281111677,1.9920853656843514e-19,190446.8481777091,190667.02836893286
Social Scientist,incdiff_c,socx_oecd + gdp_oecd +,-0.11664889469233669,2.119549906276141e-14,190469.70874511387,190689.88893633764
Social Scientist,incdiff_c,netmigpct + wdi_unempilo +,-0.15358391455451414,4.987449924781657e-19,190446.90049156244,190657.9065081519
Social Scientist,incdiff_c,netmigpct + socx_oecd +,-0.10890457269678376,9.112386986005041e-14,190470.79920953588,190681.80522612535
Social Scientist,incdiff_c,netmigpct + gdp_oecd +,-0.1148198475271436,3.0374188903675064e-14,190468.45648720593,190679.4625037954
Social Scientist,jobs_c,,0.007675884996257587,0.2740302791178205,86663.73233591819,86865.56417787333
Social Scientist,jobs_c,wdi_unempilo +,0.052406074212981685,2.898210542133247e-10,86565.28240251321,86776.28841910267
Social Scientist,jobs_c,socx_oecd +,0.006329607259796797,0.36942396041516046,86662.02563862519,86873.03165521464
Social Scientist,jobs_c,gdp_oecd +,0.025563933881011337,0.0004545338214277379,86585.06062781351,86796.06664440296
Social Scientist,jobs_c,netmigpct +,0.007675884996257587,0.2740302791178205,86663.73233591819,86865.56417787333
Social Scientist,jobs_c,wdi_unempilo + socx_oecd +,0.05113689180522916,1.005208169001785e-09,86565.62967633085,86785.80986755464
Social Scientist,jobs_c,wdi_unempilo + gdp_oecd +,0.06781410349642404,1.509615062639225e-15,86493.95879757487,86714.13898879866
Social Scientist,jobs_c,socx_oecd + gdp_oecd +,0.0250154898156328,0.0006791866315763282,86586.77180602223,86806.95199724601
Social Scientist,jobs_c,netmigpct + wdi_unempilo +,0.052406074212981685,2.898210542133247e-10,86565.28240251321,86776.28841910267
Social Scientist,jobs_c,netmigpct + socx_oecd +,0.006329607259796797,0.36942396041516046,86662.02563862519,86873.03165521464
Social Scientist,jobs_c,netmigpct + gdp_oecd +,0.025563933881011337,0.0004545338214277379,86585.06062781351,86796.06664440296
Social Scientist,oldage_c,,0.039470431280050476,2.509284248730268e-05,127811.34388017394,128013.17572212908
Social Scientist,oldage_c,wdi_unempilo +,0.10691153511040181,5.636286022785136e-22,127685.13182921083,127896.13784580029
Social Scientist,oldage_c,socx_oecd +,0.04296571315566928,4.997740744987579e-06,127799.31702203819,128010.32303862764
Social Scientist,oldage_c,gdp_oecd +,0.035641642645418456,0.00025164130717914127,127811.27027827252,128022.27629486198
Social Scientist,oldage_c,netmigpct +,0.039470431280050476,2.509284248730268e-05,127811.34388017394,128013.17572212908
Social Scientist,oldage_c,wdi_unempilo + socx_oecd +,0.11282004279471104,5.6079395465129e-24,127667.01402257063,127887.19421379441
Social Scientist,oldage_c,wdi_unempilo + gdp_oecd +,0.10227112240510132,2.0718977037815218e-19,127683.3987539233,127903.57894514709
Social Scientist,oldage_c,socx_oecd + gdp_oecd +,0.04049965281225493,3.7946221730438927e-05,127800.56197018013,128020.74216140392
Social Scientist,oldage_c,netmigpct + wdi_unempilo +,0.10691153511040181,5.636286022785136e-22,127685.13182921083,127896.13784580029
Social Scientist,oldage_c,netmigpct + socx_oecd +,0.04296571315566928,4.997740744987579e-06,127799.31702203819,128010.32303862764
Social Scientist,oldage_c,netmigpct + gdp_oecd +,0.035641642645418456,0.00025164130717914127,127811.27027827252,128022.27629486198
Social Scientist,unemp_c,,-0.12937303570052763,6.22171336656241e-26,166424.43397803194,166626.26581998708
Social Scientist,unemp_c,wdi_unempilo +,-0.15876356327847976,1.1047541597750156e-27,166412.28129100162,166623.2873075911
Social Scientist,unemp_c,socx_oecd +,-0.11890960265505754,5.580602010258746e-22,166353.28358960076,166564.28960619023
Social Scientist,unemp_c,gdp_oecd +,-0.1422425342731383,8.129309233000625e-29,166412.8053176377,166623.81133422718
Social Scientist,unemp_c,netmigpct +,-0.12937303570052763,6.22171336656241e-26,166424.43397803194,166626.26581998708
Social Scientist,unemp_c,wdi_unempilo + socx_oecd +,-0.14436851455413632,6.756025272744002e-23,166344.9070248459,166565.08721606966
Social Scientist,unemp_c,wdi_unempilo + gdp_oecd +,-0.1698974603247401,3.9656727641433335e-30,166401.79965170714,166621.97984293092
Social Scientist,unemp_c,socx_oecd + gdp_oecd +,-0.12781309687525377,3.4951009395770985e-23,166349.5535461805,166569.73373740428
Social Scientist,unemp_c,netmigpct + wdi_unempilo +,-0.15876356327847976,1.1047541597750156e-27,166412.28129100162,166623.2873075911
Social Scientist,unemp_c,netmigpct + socx_oecd +,-0.11890960265505754,5.580602010258746e-22,166353.28358960076,166564.28960619023
Social Scientist,unemp_c,netmigpct + gdp_oecd +,-0.1422425342731383,8.129309233000625e-29,166412.8053176377,166623.81133422718
Social Scientist,housing_c,,0.02388092270639603,0.00010916714700836653,68358.21135260741,68560.04319456255
Social Scientist,housing_c,wdi_unempilo +,0.05575492148862587,2.4635657824399555e-14,68294.28336356735,68505.2893801568
Social Scientist,housing_c,socx_oecd +,0.02245255018235337,0.0002945683869838617,68354.81674796194,68565.8227645514
Social Scientist,housing_c,gdp_oecd +,0.005739115136466521,0.3706682947716202,68252.91344783889,68463.91946442834
Social Scientist,housing_c,netmigpct +,0.02388092270639603,0.00010916714700836653,68358.21135260741,68560.04319456255
Social Scientist,housing_c,wdi_unempilo + socx_oecd +,0.05418649014219265,1.869662670455891e-13,68293.02175316692,68513.2019443907
Social Scientist,housing_c,wdi_unempilo + gdp_oecd +,0.038781967419223594,2.131364617316339e-07,68181.27357252673,68401.45376375051
Social Scientist,housing_c,socx_oecd + gdp_oecd +,0.002165749243085379,0.7379269859416648,68239.0541606728,68459.23435189658
Social Scientist,housing_c,netmigpct + wdi_unempilo +,0.05575492148862587,2.4635657824399555e-14,68294.28336356735,68505.2893801568
Social Scientist,housing_c,netmigpct + socx_oecd +,0.02245255018235337,0.0002945683869838617,68354.81674796194,68565.8227645514
Social Scientist,housing_c,netmigpct + gdp_oecd +,0.005739115136466521,0.3706682947716202,68252.91344783889,68463.91946442834
Social Scientist,health_c,,0.024956687525999516,2.7788431816795043e-14,-21758.497530482855,-21556.665688527723
Social Scientist,health_c,wdi_unempilo +,0.04983264020749491,1.188148232625344e-37,-21898.78260197566,-21687.776585386204
Social Scientist,health_c,socx_oecd +,0.02508018216739388,2.7807738034730507e-14,-21756.640330228925,-21545.634313639468
Social Scientist,health_c,gdp_oecd +,0.025436242801602886,8.679780042139031e-14,-21756.762839464267,-21545.75682287481
Social Scientist,health_c,netmigpct +,0.024956687525999516,2.7788431816795043e-14,-21758.497530482855,-21556.665688527723
Social Scientist,health_c,wdi_unempilo + socx_oecd +,0.050361617165944665,6.589257964192304e-38,-21898.09784049439,-21677.917649270606
Social Scientist,health_c,wdi_unempilo + gdp_oecd +,0.049832999417269166,4.821228482925869e-36,-21896.782602158142,-21676.60241093436
Social Scientist,health_c,socx_oecd + gdp_oecd +,0.02565743327309219,9.211639418156507e-14,-21754.97768788028,-21534.797496656498
Social Scientist,health_c,netmigpct + wdi_unempilo +,0.04983264020749491,1.188148232625344e-37,-21898.78260197566,-21687.776585386204
Social Scientist,health_c,netmigpct + socx_oecd +,0.02508018216739388,2.7807738034730507e-14,-21756.640330228925,-21545.634313639468
Social Scientist,health_c,netmigpct + gdp_oecd +,0.025436242801602886,8.679780042139031e-14,-21756.762839464267,-21545.75682287481
Innovative Modeler,incdiff_c,,-0.1080369837817044,1.0821532791437613e-13,190469.15792167833,190670.98976363346
Innovative Modeler,incdiff_c,wdi_unempilo +,-0.15358391455451414,4.987449924781657e-19,190446.90049156244,190657.9065081519
Innovative Modeler,incdiff_c,socx_oecd +,-0.10890457269678376,9.112386986005041e-14,190470.79920953588,190681.80522612535
Innovative Modeler,incdiff_c,gdp_oecd +,-0.1148198475271436,3.0374188903675064e-14,190468.45648720593,190679.4625037954
Innovative Modeler,incdiff_c,netmigpct +,-0.1080369837817044,1.0821532791437613e-13,190469.15792167833,190670.98976363346
Innovative Modeler,incdiff_c,wdi_unempilo + socx_oecd +,-0.1554606106051569,3.293557411521135e-19,190448.05932033787,190668.23951156164
Innovative Modeler,incdiff_c,wdi_unempilo + gdp_oecd +,-0.15892811281111677,1.9920853656843514e-19,190446.8481777091,190667.02836893286
Innovative Modeler,incdiff_c,socx_oecd + gdp_oecd +,-0.11664889469233669,2.119549906276141e-14,190469.70874511387,190689.88893633764
Innovative Modeler,incdiff_c,netmigpct + wdi_unempilo +,-0.15358391455451414,4.987449924781657e-19,190446.90049156244,190657.9065081519
Innovative Modeler,incdiff_c,netmigpct + socx_oecd +,-0.10890457269678376,9.112386986005041e-14,190470.79920953588,190681.80522612535
Innovative Modeler,incdiff_c,netmigpct + gdp_oecd +,-0.1148198475271436,3.0374188903675064e-14,190468.45648720593,190679.4625037954
Innovative Modeler,jobs_c,,0.007675884996257587,0.2740302791178205,86663.73233591819,86865.56417787333
Innovative Modeler,jobs_c,wdi_unempilo +,0.052406074212981685,2.898210542133247e-10,86565.28240251321,86776.28841910267
Innovative Modeler,jobs_c,socx_oecd +,0.006329607259796797,0.36942396041516046,86662.02563862519,86873.03165521464
Innovative Modeler,jobs_c,gdp_oecd +,0.025563933881011337,0.0004545338214277379,86585.06062781351,86796.06664440296
Innovative Modeler,jobs_c,netmigpct +,0.007675884996257587,0.2740302791178205,86663.73233591819,86865.56417787333
Innovative Modeler,jobs_c,wdi_unempilo + socx_oecd +,0.05113689180522916,1.005208169001785e-09,86565.62967633085,86785.80986755464
Innovative Modeler,jobs_c,wdi_unempilo + gdp_oecd +,0.06781410349642404,1.509615062639225e-15,86493.95879757487,86714.13898879866
Innovative Modeler,jobs_c,socx_oecd + gdp_oecd +,0.0250154898156328,0.0006791866315763282,86586.77180602223,86806.95199724601
Innovative Modeler,jobs_c,netmigpct + wdi_unempilo +,0.052406074212981685,2.898210542133247e-10,86565.28240251321,86776.28841910267
Innovative Modeler,jobs_c,netmigpct + socx_oecd +,0.006329607259796797,0.36942396041516046,86662.02563862519,86873.03165521464
Innovative Modeler,jobs_c,netmigpct + gdp_oecd +,0.025563933881011337,0.0004545338214277379,86585.06062781351,86796.06664440296
Innovative Modeler,oldage_c,,0.039470431280050476,2.509284248730268e-05,127811.34388017394,128013.17572212908
Innovative Modeler,oldage_c,wdi_unempilo +,0.10691153511040181,5.636286022785136e-22,127685.13182921083,127896.13784580029
Innovative Modeler,oldage_c,socx_oecd +,0.04296571315566928,4.997740744987579e-06,127799.31702203819,128010.32303862764
Innovative Modeler,oldage_c,gdp_oecd +,0.035641642645418456,0.00025164130717914127,127811.27027827252,128022.27629486198
Innovative Modeler,oldage_c,netmigpct +,0.039470431280050476,2.509284248730268e-05,127811.34388017394,128013.17572212908
Innovative Modeler,oldage_c,wdi_unempilo + socx_oecd +,0.11282004279471104,5.6079395465129e-24,127667.01402257063,127887.19421379441
Innovative Modeler,oldage_c,wdi_unempilo + gdp_oecd +,0.10227112240510132,2.0718977037815218e-19,127683.3987539233,127903.57894514709
Innovative Modeler,oldage_c,socx_oecd + gdp_oecd +,0.04049965281225493,3.7946221730438927e-05,127800.56197018013,128020.74216140392
Innovative Modeler,oldage_c,netmigpct + wdi_unempilo +,0.10691153511040181,5.636286022785136e-22,127685.13182921083,127896.13784580029
Innovative Modeler,oldage_c,netmigpct + socx_oecd +,0.04296571315566928,4.997740744987579e-06,127799.31702203819,128010.32303862764
Innovative Modeler,oldage_c,netmigpct + gdp_oecd +,0.035641642645418456,0.00025164130717914127,127811.27027827252,128022.27629486198
Innovative Modeler,unemp_c,,-0.12937303570052763,6.22171336656241e-26,166424.43397803194,166626.26581998708
Innovative Modeler,unemp_c,wdi_unempilo +,-0.15876356327847976,1.1047541597750156e-27,166412.28129100162,166623.2873075911
Innovative Modeler,unemp_c,socx_oecd +,-0.11890960265505754,5.580602010258746e-22,166353.28358960076,166564.28960619023
Innovative Modeler,unemp_c,gdp_oecd +,-0.1422425342731383,8.129309233000625e-29,166412.8053176377,166623.81133422718
Innovative Modeler,unemp_c,netmigpct +,-0.12937303570052763,6.22171336656241e-26,166424.43397803194,166626.26581998708
Innovative Modeler,unemp_c,wdi_unempilo + socx_oecd +,-0.14436851455413632,6.756025272744002e-23,166344.9070248459,166565.08721606966
Innovative Modeler,unemp_c,wdi_unempilo + gdp_oecd +,-0.1698974603247401,3.9656727641433335e-30,166401.79965170714,166621.97984293092
Innovative Modeler,unemp_c,socx_oecd + gdp_oecd +,-0.12781309687525377,3.4951009395770985e-23,166349.5535461805,166569.73373740428
Innovative Modeler,unemp_c,netmigpct + wdi_unempilo +,-0.15876356327847976,1.1047541597750156e-27,166412.28129100162,166623.2873075911
Innovative Modeler,unemp_c,netmigpct + socx_oecd +,-0.11890960265505754,5.580602010258746e-22,166353.28358960076,166564.28960619023
Innovative Modeler,unemp_c,netmigpct + gdp_oecd +,-0.1422425342731383,8.129309233000625e-29,166412.8053176377,166623.81133422718
Innovative Modeler,housing_c,,0.02388092270639603,0.00010916714700836653,68358.21135260741,68560.04319456255
Innovative Modeler,housing_c,wdi_unempilo +,0.05575492148862587,2.4635657824399555e-14,68294.28336356735,68505.2893801568
Innovative Modeler,housing_c,socx_oecd +,0.02245255018235337,0.0002945683869838617,68354.81674796194,68565.8227645514
Innovative Modeler,housing_c,gdp_oecd +,0.005739115136466521,0.3706682947716202,68252.91344783889,68463.91946442834
Innovative Modeler,housing_c,netmigpct +,0.02388092270639603,0.00010916714700836653,68358.21135260741,68560.04319456255
Innovative Modeler,housing_c,wdi_unempilo + socx_oecd +,0.05418649014219265,1.869662670455891e-13,68293.02175316692,68513.2019443907
Innovative Modeler,housing_c,wdi_unempilo + gdp_oecd +,0.038781967419223594,2.131364617316339e-07,68181.27357252673,68401.45376375051
Innovative Modeler,housing_c,socx_oecd + gdp_oecd +,0.002165749243085379,0.7379269859416648,68239.0541606728,68459.23435189658
Innovative Modeler,housing_c,netmigpct + wdi_unempilo +,0.05575492148862587,2.4635657824399555e-14,68294.28336356735,68505.2893801568
Innovative Modeler,housing_c,netmigpct + socx_oecd +,0.02245255018235337,0.0002945683869838617,68354.81674796194,68565.8227645514
Innovative Modeler,housing_c,netmigpct + gdp_oecd +,0.005739115136466521,0.3706682947716202,68252.91344783889,68463.91946442834
Innovative Modeler,health_c,,0.024956687525999516,2.7788431816795043e-14,-21758.497530482855,-21556.665688527723
Innovative Modeler,health_c,wdi_unempilo +,0.04983264020749491,1.188148232625344e-37,-21898.78260197566,-21687.776585386204
Innovative Modeler,health_c,socx_oecd +,0.02508018216739388,2.7807738034730507e-14,-21756.640330228925,-21545.634313639468
Innovative Modeler,health_c,gdp_oecd +,0.025436242801602886,8.679780042139031e-14,-21756.762839464267,-21545.75682287481
Innovative Modeler,health_c,netmigpct +,0.024956687525999516,2.7788431816795043e-14,-21758.497530482855,-21556.665688527723
Innovative Modeler,health_c,wdi_unempilo + socx_oecd +,0.050361617165944665,6.589257964192304e-38,-21898.09784049439,-21677.917649270606
Innovative Modeler,health_c,wdi_unempilo + gdp_oecd +,0.049832999417269166,4.821228482925869e-36,-21896.782602158142,-21676.60241093436
Innovative Modeler,health_c,socx_oecd + gdp_oecd +,0.02565743327309219,9.211639418156507e-14,-21754.97768788028,-21534.797496656498
Innovative Modeler,health_c,netmigpct + wdi_unempilo +,0.04983264020749491,1.188148232625344e-37,-21898.78260197566,-21687.776585386204
Innovative Modeler,health_c,netmigpct + socx_oecd +,0.02508018216739388,2.7807738034730507e-14,-21756.640330228925,-21545.634313639468
Innovative Modeler,health_c,netmigpct + gdp_oecd +,0.025436242801602886,8.679780042139031e-14,-21756.762839464267,-21545.75682287481
Hypothesis-Driven Analyst,incdiff_c,,-0.1080369837817044,1.0821532791437613e-13,190469.15792167833,190670.98976363346
Hypothesis-Driven Analyst,incdiff_c,wdi_unempilo +,-0.15358391455451414,4.987449924781657e-19,190446.90049156244,190657.9065081519
Hypothesis-Driven Analyst,incdiff_c,socx_oecd +,-0.10890457269678376,9.112386986005041e-14,190470.79920953588,190681.80522612535
Hypothesis-Driven Analyst,incdiff_c,gdp_oecd +,-0.1148198475271436,3.0374188903675064e-14,190468.45648720593,190679.4625037954
Hypothesis-Driven Analyst,incdiff_c,netmigpct +,-0.1080369837817044,1.0821532791437613e-13,190469.15792167833,190670.98976363346
Hypothesis-Driven Analyst,incdiff_c,wdi_unempilo + socx_oecd +,-0.1554606106051569,3.293557411521135e-19,190448.05932033787,190668.23951156164
Hypothesis-Driven Analyst,incdiff_c,wdi_unempilo + gdp_oecd +,-0.15892811281111677,1.9920853656843514e-19,190446.8481777091,190667.02836893286
Hypothesis-Driven Analyst,incdiff_c,socx_oecd + gdp_oecd +,-0.11664889469233669,2.119549906276141e-14,190469.70874511387,190689.88893633764
Hypothesis-Driven Analyst,incdiff_c,netmigpct + wdi_unempilo +,-0.15358391455451414,4.987449924781657e-19,190446.90049156244,190657.9065081519
Hypothesis-Driven Analyst,incdiff_c,netmigpct + socx_oecd +,-0.10890457269678376,9.112386986005041e-14,190470.79920953588,190681.80522612535
Hypothesis-Driven Analyst,incdiff_c,netmigpct + gdp_oecd +,-0.1148198475271436,3.0374188903675064e-14,190468.45648720593,190679.4625037954
Hypothesis-Driven Analyst,jobs_c,,0.007675884996257587,0.2740302791178205,86663.73233591819,86865.56417787333
Hypothesis-Driven Analyst,jobs_c,wdi_unempilo +,0.052406074212981685,2.898210542133247e-10,86565.28240251321,86776.28841910267
Hypothesis-Driven Analyst,jobs_c,socx_oecd +,0.006329607259796797,0.36942396041516046,86662.02563862519,86873.03165521464
Hypothesis-Driven Analyst,jobs_c,gdp_oecd +,0.025563933881011337,0.0004545338214277379,86585.06062781351,86796.06664440296
Hypothesis-Driven Analyst,jobs_c,netmigpct +,0.007675884996257587,0.2740302791178205,86663.73233591819,86865.56417787333
Hypothesis-Driven Analyst,jobs_c,wdi_unempilo + socx_oecd +,0.05113689180522916,1.005208169001785e-09,86565.62967633085,86785.80986755464
Hypothesis-Driven Analyst,jobs_c,wdi_unempilo + gdp_oecd +,0.06781410349642404,1.509615062639225e-15,86493.95879757487,86714.13898879866
Hypothesis-Driven Analyst,jobs_c,socx_oecd + gdp_oecd +,0.0250154898156328,0.0006791866315763282,86586.77180602223,86806.95199724601
Hypothesis-Driven Analyst,jobs_c,netmigpct + wdi_unempilo +,0.052406074212981685,2.898210542133247e-10,86565.28240251321,86776.28841910267
Hypothesis-Driven Analyst,jobs_c,netmigpct + socx_oecd +,0.006329607259796797,0.36942396041516046,86662.02563862519,86873.03165521464
Hypothesis-Driven Analyst,jobs_c,netmigpct + gdp_oecd +,0.025563933881011337,0.0004545338214277379,86585.06062781351,86796.06664440296
Hypothesis-Driven Analyst,oldage_c,,0.039470431280050476,2.509284248730268e-05,127811.34388017394,128013.17572212908
