persona,dependent_variable,specification,beta,p_value,AIC,BIC
Social Scientist,incdiff_c,netmigpct + socx_oecd +,0.001137442518368487,0.5492882102742073,190470.79920953585,190681.80522612532
Social Scientist,incdiff_c,netmigpct + gdp_oecd +,0.001662364669843659,0.3872736546902933,190469.70874511387,190689.88893633764
Social Scientist,jobs_c,,0.0018466380384592877,0.04297526330386725,86660.8315055635,86862.66334751864
Social Scientist,jobs_c,wdi_unempilo +,0.001841913877667458,0.04342130139755616,86600.95727118387,86811.96328777332
Social Scientist,jobs_c,socx_oecd +,0.0018466380384592877,0.04297526330386725,86660.8315055635,86862.66334751864
Social Scientist,jobs_c,gdp_oecd +,0.0009355008332151283,0.30858390830534477,86596.32113331891,86807.32714990836
Social Scientist,jobs_c,netmigpct +,0.0017650220195302821,0.054234232430098187,86662.02563862516,86873.03165521461
Social Scientist,jobs_c,wdi_unempilo + socx_oecd +,0.001841913877667458,0.04342130139755616,86600.95727118387,86811.96328777332
Social Scientist,jobs_c,wdi_unempilo + gdp_oecd +,0.0010663321589958654,0.24578511443793163,86556.2521688271,86776.43236005088
Social Scientist,jobs_c,socx_oecd + gdp_oecd +,0.0009355008332151283,0.30858390830534477,86596.32113331891,86807.32714990836
Social Scientist,jobs_c,netmigpct + wdi_unempilo +,0.0011801874152997927,0.19866546952063757,86565.62967633085,86785.80986755464
Social Scientist,jobs_c,netmigpct + socx_oecd +,0.0017650220195302821,0.054234232430098187,86662.02563862516,86873.03165521461
Social Scientist,jobs_c,netmigpct + gdp_oecd +,0.0004984639297431391,0.5910403479956343,86586.77180602221,86806.951997246
Social Scientist,oldage_c,,-0.004028435394269052,0.0009403560833835887,127818.16204834747,128019.9938903026
Social Scientist,oldage_c,wdi_unempilo +,-0.004034278859376792,0.0009203802439286477,127767.0292972122,127978.03531380165
Social Scientist,oldage_c,socx_oecd +,-0.004028435394269052,0.0009403560833835887,127818.16204834747,128019.9938903026
Social Scientist,oldage_c,gdp_oecd +,-0.0037077405913034526,0.002511350042114061,127815.53925335326,128026.54526994271
Social Scientist,oldage_c,netmigpct +,-0.0045824493029160114,0.0001806618395249318,127799.3170220382,128010.32303862766
Social Scientist,oldage_c,wdi_unempilo + socx_oecd +,-0.004034278859376792,0.0009203802439286477,127767.0292972122,127978.03531380165
Social Scientist,oldage_c,wdi_unempilo + gdp_oecd +,-0.0034972538373062466,0.0043590346060436635,127756.46528117421,127976.645472398
Social Scientist,oldage_c,socx_oecd + gdp_oecd +,-0.0037077405913034526,0.002511350042114061,127815.53925335326,128026.54526994271
Social Scientist,oldage_c,netmigpct + wdi_unempilo +,-0.005494203488486715,7.307936512992473e-06,127667.01402257063,127887.19421379441
Social Scientist,oldage_c,netmigpct + socx_oecd +,-0.0045824493029160114,0.0001806618395249318,127799.3170220382,128010.32303862766
Social Scientist,oldage_c,netmigpct + gdp_oecd +,-0.004415295909517036,0.0003648861174652014,127800.56197018015,128020.74216140393
Social Scientist,unemp_c,,-0.01525122332152581,1.3284094582862488e-21,166444.18559258876,166646.0174345439
Social Scientist,unemp_c,wdi_unempilo +,-0.015253839950852869,1.3032325508317496e-21,166439.99152291872,166650.9975395082
Social Scientist,unemp_c,socx_oecd +,-0.01525122332152581,1.3284094582862488e-21,166444.18559258876,166646.0174345439
Social Scientist,unemp_c,gdp_oecd +,-0.015347449574842336,1.4783773773856286e-21,166445.94354102624,166656.9495576157
Social Scientist,unemp_c,netmigpct +,-0.013717964150333335,1.216151792401594e-17,166353.28358960076,166564.28960619023
Social Scientist,unemp_c,wdi_unempilo + socx_oecd +,-0.015253839950852869,1.3032325508317496e-21,166439.99152291872,166650.9975395082
Social Scientist,unemp_c,wdi_unempilo + gdp_oecd +,-0.015261256914469317,2.5198220068857734e-21,166441.99013014455,166662.17032136832
Social Scientist,unemp_c,socx_oecd + gdp_oecd +,-0.015347449574842336,1.4783773773856286e-21,166445.94354102624,166656.9495576157
Social Scientist,unemp_c,netmigpct + wdi_unempilo +,-0.013385668792208266,8.243521031996078e-17,166344.9070248459,166565.08721606966
Social Scientist,unemp_c,netmigpct + socx_oecd +,-0.013717964150333335,1.216151792401594e-17,166353.28358960076,166564.28960619023
Social Scientist,unemp_c,netmigpct + gdp_oecd +,-0.013114471508324479,6.666952117548757e-16,166349.55354618048,166569.73373740425
Social Scientist,housing_c,,0.0021621619509934326,0.0070536603057031215,68365.9256908556,68567.75753281073
Social Scientist,housing_c,wdi_unempilo +,0.0021596422010887488,0.007111646372974329,68345.17758775558,68556.18360434503
Social Scientist,housing_c,socx_oecd +,0.0021621619509934326,0.0070536603057031215,68365.9256908556,68567.75753281073
Social Scientist,housing_c,gdp_oecd +,0.0032855593212917787,4.754613817512275e-05,68237.1661562098,68448.17217279926
Social Scientist,housing_c,netmigpct +,0.0018726514512937748,0.020219701632076738,68354.81674796197,68565.82276455143
Social Scientist,housing_c,wdi_unempilo + socx_oecd +,0.0021596422010887488,0.007111646372974329,68345.17758775558,68556.18360434503
Social Scientist,housing_c,wdi_unempilo + gdp_oecd +,0.003409432379914731,2.4311197729172965e-05,68190.36915721055,68410.54934843433
Social Scientist,housing_c,socx_oecd + gdp_oecd +,0.0032855593212917787,4.754613817512275e-05,68237.1661562098,68448.17217279926
Social Scientist,housing_c,netmigpct + wdi_unempilo +,0.00145845303678661,0.07096795527543974,68293.02175316689,68513.20194439068
Social Scientist,housing_c,netmigpct + socx_oecd +,0.0018726514512937748,0.020219701632076738,68354.81674796197,68565.82276455143
Social Scientist,housing_c,netmigpct + gdp_oecd +,0.0032477222711337294,6.842772126629247e-05,68239.0541606728,68459.23435189658
Social Scientist,health_c,,0.00016148580658016586,0.7050139611026196,-21700.737505013763,-21498.90566305863
Social Scientist,health_c,wdi_unempilo +,0.0001598090532498379,0.7078678203642954,-21734.388656922703,-21523.382640333246
Social Scientist,health_c,socx_oecd +,0.00016148580658016586,0.7050139611026196,-21700.737505013763,-21498.90566305863
Social Scientist,health_c,gdp_oecd +,0.0002472188626462505,0.5651249812106705,-21701.430146902247,-21490.42413031279
Social Scientist,health_c,netmigpct +,-0.00016190623632228264,0.7055596890885543,-21756.640330228955,-21545.634313639497
Social Scientist,health_c,wdi_unempilo + socx_oecd +,0.0001598090532498379,0.7078678203642954,-21734.388656922703,-21523.382640333246
Social Scientist,health_c,wdi_unempilo + gdp_oecd +,0.0003074056295190978,0.4744119829800839,-21740.121475680295,-21519.941284456512
Social Scientist,health_c,socx_oecd + gdp_oecd +,0.0002472188626462505,0.5651249812106705,-21701.430146902247,-21490.42413031279
Social Scientist,health_c,netmigpct + wdi_unempilo +,-0.0004918851266245117,0.25152988342380117,-21898.09784049439,-21677.917649270606
Social Scientist,health_c,netmigpct + socx_oecd +,-0.00016190623632228264,0.7055596890885543,-21756.640330228955,-21545.634313639497
Social Scientist,health_c,netmigpct + gdp_oecd +,-0.0002010332112229925,0.6430506199274939,-21754.97768788028,-21534.797496656498
Innovative Modeler,incdiff_c,,-0.0002668085357420137,0.8877844816019883,190524.3672734014,190726.19911535655
Innovative Modeler,incdiff_c,wdi_unempilo +,-0.00026660391416831594,0.8878707579956846,190526.3402567645,190737.34627335396
Innovative Modeler,incdiff_c,socx_oecd +,-0.0002668085357420137,0.8877844816019883,190524.3672734014,190726.19911535655
Innovative Modeler,incdiff_c,gdp_oecd +,-0.00037556751159451425,0.8437076757026749,190526.14672371725,190737.15274030672
Innovative Modeler,incdiff_c,netmigpct +,0.001137442518368487,0.5492882102742073,190470.79920953585,190681.80522612532
Innovative Modeler,incdiff_c,wdi_unempilo + socx_oecd +,-0.00026660391416831594,0.8878707579956846,190526.3402567645,190737.34627335396
Innovative Modeler,incdiff_c,wdi_unempilo + gdp_oecd +,-0.0003862161022099377,0.8393750613581807,190528.0819129708,190748.26210419458
Innovative Modeler,incdiff_c,socx_oecd + gdp_oecd +,-0.00037556751159451425,0.8437076757026749,190526.14672371725,190737.15274030672
Innovative Modeler,incdiff_c,netmigpct + wdi_unempilo +,0.001745102238899632,0.3591446274128892,190448.05932033787,190668.23951156164
Innovative Modeler,incdiff_c,netmigpct + socx_oecd +,0.001137442518368487,0.5492882102742073,190470.79920953585,190681.80522612532
Innovative Modeler,incdiff_c,netmigpct + gdp_oecd +,0.001662364669843659,0.3872736546902933,190469.70874511387,190689.88893633764
Innovative Modeler,jobs_c,,0.0018466380384592877,0.04297526330386725,86660.8315055635,86862.66334751864
Innovative Modeler,jobs_c,wdi_unempilo +,0.001841913877667458,0.04342130139755616,86600.95727118387,86811.96328777332
Innovative Modeler,jobs_c,socx_oecd +,0.0018466380384592877,0.04297526330386725,86660.8315055635,86862.66334751864
Innovative Modeler,jobs_c,gdp_oecd +,0.0009355008332151283,0.30858390830534477,86596.32113331891,86807.32714990836
Innovative Modeler,jobs_c,netmigpct +,0.0017650220195302821,0.054234232430098187,86662.02563862516,86873.03165521461
Innovative Modeler,jobs_c,wdi_unempilo + socx_oecd +,0.001841913877667458,0.04342130139755616,86600.95727118387,86811.96328777332
Innovative Modeler,jobs_c,wdi_unempilo + gdp_oecd +,0.0010663321589958654,0.24578511443793163,86556.2521688271,86776.43236005088
Innovative Modeler,jobs_c,socx_oecd + gdp_oecd +,0.0009355008332151283,0.30858390830534477,86596.32113331891,86807.32714990836
Innovative Modeler,jobs_c,netmigpct + wdi_unempilo +,0.0011801874152997927,0.19866546952063757,86565.62967633085,86785.80986755464
Innovative Modeler,jobs_c,netmigpct + socx_oecd +,0.0017650220195302821,0.054234232430098187,86662.02563862516,86873.03165521461
Innovative Modeler,jobs_c,netmigpct + gdp_oecd +,0.0004984639297431391,0.5910403479956343,86586.77180602221,86806.951997246
Innovative Modeler,oldage_c,,-0.004028435394269052,0.0009403560833835887,127818.16204834747,128019.9938903026
Innovative Modeler,oldage_c,wdi_unempilo +,-0.004034278859376792,0.0009203802439286477,127767.0292972122,127978.03531380165
Innovative Modeler,oldage_c,socx_oecd +,-0.004028435394269052,0.0009403560833835887,127818.16204834747,128019.9938903026
Innovative Modeler,oldage_c,gdp_oecd +,-0.0037077405913034526,0.002511350042114061,127815.53925335326,128026.54526994271
Innovative Modeler,oldage_c,netmigpct +,-0.0045824493029160114,0.0001806618395249318,127799.3170220382,128010.32303862766
Innovative Modeler,oldage_c,wdi_unempilo + socx_oecd +,-0.004034278859376792,0.0009203802439286477,127767.0292972122,127978.03531380165
Innovative Modeler,oldage_c,wdi_unempilo + gdp_oecd +,-0.0034972538373062466,0.0043590346060436635,127756.46528117421,127976.645472398
Innovative Modeler,oldage_c,socx_oecd + gdp_oecd +,-0.0037077405913034526,0.002511350042114061,127815.53925335326,128026.54526994271
Innovative Modeler,oldage_c,netmigpct + wdi_unempilo +,-0.005494203488486715,7.307936512992473e-06,127667.01402257063,127887.19421379441
Innovative Modeler,oldage_c,netmigpct + socx_oecd +,-0.0045824493029160114,0.0001806618395249318,127799.3170220382,128010.32303862766
Innovative Modeler,oldage_c,netmigpct + gdp_oecd +,-0.004415295909517036,0.0003648861174652014,127800.56197018015,128020.74216140393
Innovative Modeler,unemp_c,,-0.01525122332152581,1.3284094582862488e-21,166444.18559258876,166646.0174345439
Innovative Modeler,unemp_c,wdi_unempilo +,-0.015253839950852869,1.3032325508317496e-21,166439.99152291872,166650.9975395082
Innovative Modeler,unemp_c,socx_oecd +,-0.01525122332152581,1.3284094582862488e-21,166444.18559258876,166646.0174345439
Innovative Modeler,unemp_c,gdp_oecd +,-0.015347449574842336,1.4783773773856286e-21,166445.94354102624,166656.9495576157
Innovative Modeler,unemp_c,netmigpct +,-0.013717964150333335,1.216151792401594e-17,166353.28358960076,166564.28960619023
Innovative Modeler,unemp_c,wdi_unempilo + socx_oecd +,-0.015253839950852869,1.3032325508317496e-21,166439.99152291872,166650.9975395082
Innovative Modeler,unemp_c,wdi_unempilo + gdp_oecd +,-0.015261256914469317,2.5198220068857734e-21,166441.99013014455,166662.17032136832
Innovative Modeler,unemp_c,socx_oecd + gdp_oecd +,-0.015347449574842336,1.4783773773856286e-21,166445.94354102624,166656.9495576157
Innovative Modeler,unemp_c,netmigpct + wdi_unempilo +,-0.013385668792208266,8.243521031996078e-17,166344.9070248459,166565.08721606966
Innovative Modeler,unemp_c,netmigpct + socx_oecd +,-0.013717964150333335,1.216151792401594e-17,166353.28358960076,166564.28960619023
Innovative Modeler,unemp_c,netmigpct + gdp_oecd +,-0.013114471508324479,6.666952117548757e-16,166349.55354618048,166569.73373740425
Innovative Modeler,housing_c,,0.0021621619509934326,0.0070536603057031215,68365.9256908556,68567.75753281073
Innovative Modeler,housing_c,wdi_unempilo +,0.0021596422010887488,0.007111646372974329,68345.17758775558,68556.18360434503
Innovative Modeler,housing_c,socx_oecd +,0.0021621619509934326,0.0070536603057031215,68365.9256908556,68567.75753281073
Innovative Modeler,housing_c,gdp_oecd +,0.0032855593212917787,4.754613817512275e-05,68237.1661562098,68448.17217279926
Innovative Modeler,housing_c,netmigpct +,0.0018726514512937748,0.020219701632076738,68354.81674796197,68565.82276455143
Innovative Modeler,housing_c,wdi_unempilo + socx_oecd +,0.0021596422010887488,0.007111646372974329,68345.17758775558,68556.18360434503
Innovative Modeler,housing_c,wdi_unempilo + gdp_oecd +,0.003409432379914731,2.4311197729172965e-05,68190.36915721055,68410.54934843433
Innovative Modeler,housing_c,socx_oecd + gdp_oecd +,0.0032855593212917787,4.754613817512275e-05,68237.1661562098,68448.17217279926
Innovative Modeler,housing_c,netmigpct + wdi_unempilo +,0.00145845303678661,0.07096795527543974,68293.02175316689,68513.20194439068
Innovative Modeler,housing_c,netmigpct + socx_oecd +,0.0018726514512937748,0.020219701632076738,68354.81674796197,68565.82276455143
Innovative Modeler,housing_c,netmigpct + gdp_oecd +,0.0032477222711337294,6.842772126629247e-05,68239.0541606728,68459.23435189658
Innovative Modeler,health_c,,0.00016148580658016586,0.7050139611026196,-21700.737505013763,-21498.90566305863
Innovative Modeler,health_c,wdi_unempilo +,0.0001598090532498379,0.7078678203642954,-21734.388656922703,-21523.382640333246
Innovative Modeler,health_c,socx_oecd +,0.00016148580658016586,0.7050139611026196,-21700.737505013763,-21498.90566305863
Innovative Modeler,health_c,gdp_oecd +,0.0002472188626462505,0.5651249812106705,-21701.430146902247,-21490.42413031279
Innovative Modeler,health_c,netmigpct +,-0.00016190623632228264,0.7055596890885543,-21756.640330228955,-21545.634313639497
Innovative Modeler,health_c,wdi_unempilo + socx_oecd +,0.0001598090532498379,0.7078678203642954,-21734.388656922703,-21523.382640333246
Innovative Modeler,health_c,wdi_unempilo + gdp_oecd +,0.0003074056295190978,0.4744119829800839,-21740.121475680295,-21519.941284456512
Innovative Modeler,health_c,socx_oecd + gdp_oecd +,0.0002472188626462505,0.5651249812106705,-21701.430146902247,-21490.42413031279
Innovative Modeler,health_c,netmigpct + wdi_unempilo +,-0.0004918851266245117,0.25152988342380117,-21898.09784049439,-21677.917649270606
Innovative Modeler,health_c,netmigpct + socx_oecd +,-0.00016190623632228264,0.7055596890885543,-21756.640330228955,-21545.634313639497
Innovative Modeler,health_c,netmigpct + gdp_oecd +,-0.0002010332112229925,0.6430506199274939,-21754.97768788028,-21534.797496656498
Hypothesis-Driven Analyst,incdiff_c,,-0.0002668085357420137,0.8877844816019883,190524.3672734014,190726.19911535655
Hypothesis-Driven Analyst,incdiff_c,wdi_unempilo +,-0.00026660391416831594,0.8878707579956846,190526.3402567645,190737.34627335396
Hypothesis-Driven Analyst,incdiff_c,socx_oecd +,-0.0002668085357420137,0.8877844816019883,190524.3672734014,190726.19911535655
Hypothesis-Driven Analyst,incdiff_c,gdp_oecd +,-0.00037556751159451425,0.8437076757026749,190526.14672371725,190737.15274030672
Hypothesis-Driven Analyst,incdiff_c,netmigpct +,0.001137442518368487,0.5492882102742073,190470.79920953585,190681.80522612532
Hypothesis-Driven Analyst,incdiff_c,wdi_unempilo + socx_oecd +,-0.00026660391416831594,0.8878707579956846,190526.3402567645,190737.34627335396
Hypothesis-Driven Analyst,incdiff_c,wdi_unempilo + gdp_oecd +,-0.0003862161022099377,0.8393750613581807,190528.0819129708,190748.26210419458
Hypothesis-Driven Analyst,incdiff_c,socx_oecd + gdp_oecd +,-0.00037556751159451425,0.8437076757026749,190526.14672371725,190737.15274030672
Hypothesis-Driven Analyst,incdiff_c,netmigpct + wdi_unempilo +,0.001745102238899632,0.3591446274128892,190448.05932033787,190668.23951156164
Hypothesis-Driven Analyst,incdiff_c,netmigpct + socx_oecd +,0.001137442518368487,0.5492882102742073,190470.79920953585,190681.80522612532
Hypothesis-Driven Analyst,incdiff_c,netmigpct + gdp_oecd +,0.001662364669843659,0.3872736546902933,190469.70874511387,190689.88893633764
Hypothesis-Driven Analyst,jobs_c,,0.0018466380384592877,0.04297526330386725,86660.8315055635,86862.66334751864
Hypothesis-Driven Analyst,jobs_c,wdi_unempilo +,0.001841913877667458,0.04342130139755616,86600.95727118387,86811.96328777332
Hypothesis-Driven Analyst,jobs_c,socx_oecd +,0.0018466380384592877,0.04297526330386725,86660.8315055635,86862.66334751864
Hypothesis-Driven Analyst,jobs_c,gdp_oecd +,0.0009355008332151283,0.30858390830534477,86596.32113331891,86807.32714990836
Hypothesis-Driven Analyst,jobs_c,netmigpct +,0.0017650220195302821,0.054234232430098187,86662.02563862516,86873.03165521461
Hypothesis-Driven Analyst,jobs_c,wdi_unempilo + socx_oecd +,0.001841913877667458,0.04342130139755616,86600.95727118387,86811.96328777332
Hypothesis-Driven Analyst,jobs_c,wdi_unempilo + gdp_oecd +,0.0010663321589958654,0.24578511443793163,86556.2521688271,86776.43236005088
Hypothesis-Driven Analyst,jobs_c,socx_oecd + gdp_oecd +,0.0009355008332151283,0.30858390830534477,86596.32113331891,86807.32714990836
Hypothesis-Driven Analyst,jobs_c,netmigpct + wdi_unempilo +,0.0011801874152997927,0.19866546952063757,86565.62967633085,86785.80986755464
Hypothesis-Driven Analyst,jobs_c,netmigpct + socx_oecd +,0.0017650220195302821,0.054234232430098187,86662.02563862516,86873.03165521461
Hypothesis-Driven Analyst,jobs_c,netmigpct + gdp_oecd +,0.0004984639297431391,0.5910403479956343,86586.77180602221,86806.951997246
Hypothesis-Driven Analyst,oldage_c,,-0.004028435394269052,0.0009403560833835887,127818.16204834747,128019.9938903026
Hypothesis-Driven Analyst,oldage_c,wdi_unempilo +,-0.004034278859376792,0.0009203802439286477,127767.0292972122,127978.03531380165
Hypothesis-Driven Analyst,oldage_c,socx_oecd +,-0.004028435394269052,0.0009403560833835887,127818.16204834747,128019.9938903026
